id,category,content_descriptions,rating,synopsis,rating_class,category_name
1011,1,Any[],11,"This is an action game in which players assume the role of Jodie Holmes and her invisible companion ""Aiden"" through fifteen years of Jodie's life. From a third-person perspective, players control Jodie through fully interactive environments, choosing a variety of action-, dialogue-, and decision-paths based on on-screen prompts. Some choices can lead to depictions of violence: Jodie attacking assailants with punches, kicks, and various objects (e.g., tree branches and knives; impaling an enemy with a pipe). As the character Aiden, players solve puzzles, manipulate objects and attack (e.g., strangulation) Jodie's assailants. Players can also use Aiden to possess enemies and perform violent acts (e.g., shooting fellow SWAT members; crashing vehicles; performing self-inflicted gunshot wounds). Some of these sequences are accompanied by blood-splatter effects. In one cutscene, a bound character's eye is cut out during an interrogation—the act is obscured by a character's back. One prolonged bar sequence depicts three men attempting to rape a woman; players control Aiden and interact with objects to stop the assailants. Another sequence depicts a character propositioning a woman to perform fellatio. The game includes depictions of the central character drinking beer and smoking a marijuana in a party setting – screen distortion occurs during theses sequences. The words “f**k” and “sh*t” can be heard in the dialogue.",M,ESRB
232,1,Any[],8,Null,E,ESRB
980,1,Any[],10,Null,T,ESRB
559,1,Null,10,Null,T,ESRB
1983,1,Any[],10,Null,T,ESRB
17447,1,Null,8,Null,E,ESRB
10148,2,Any[49],3,"The content of this game is suitable for persons aged 12 years and over only.
It contains: Non realistic looking violence towards human characters",Twelve,PEGI
2342,1,Any[],10,Null,T,ESRB
11156,2,Null,3,Null,Twelve,PEGI
509,1,Null,8,Null,E,ESRB
1514,1,Any[],10,"This is an open-world simulation game in which players pilot a spacecraft to interact, trade, and fight with alien races. From a first-person perspective, players use lasers, homing missiles and rockets to shoot down enemy vessels in frenetic space combat. Battles are accompanied by laser fire and large explosions. In one space-station sequence players can view a dance club/gentleman's club environment with suggestive signs (e.g., silhouettes of women in revealing outfits);some bar tables also depict holographic images of female dancers. Players can trade several different items in space stations, including items labeled “narcotics” and “space weed.”",T,ESRB
3192,1,Any[],10,Null,T,ESRB
3193,1,Any[],11,Null,M,ESRB
333,1,Null,8,Null,E,ESRB
2261,1,Any[],10,Null,T,ESRB
523,1,Any[],8,Null,E,ESRB
548,1,Any[],10,Null,T,ESRB
19564,1,Null,10,Null,T,ESRB
130,1,Any[],9,Null,E10,ESRB
3265,1,Any[],8,Null,E,ESRB
18,1,Any[],11,"This is an action-adventure game in which players assume the role of Desmond, a test subject who exacts revenge upon conspirators, politicians, and rivals by reliving the life of his ancestor Ezio. Players can engage in brawls or sword fights with soldiers; most missions require Ezio to find, stalk, and kill enemies by using a variety of weapons (e.g., daggers, concealed blades, crossbows, gun-like artillery). Combat includes blood-splatter effects and screams of pain from injured targets; blood stains sometimes appear on streets or on characters' clothing. One cutscene includes a close-up depiction of a character getting slit in the throat. The game contains some sexual themes: One cutscene depicts a man and a woman (stripped to her underwear) kissing and caressing each other in bed; in another sequence, a prostitute shakes her breasts at a guard to distract him. The dialogue contains several sexual references (e.g., ""[W]hen do you think was the last time their wives opened their legs for their cuckold, impotent husbands?""""Don't get me started on your father's sexual preferences,""""After his wedding, he sent a letter to the Pope explicitly describing the intercourse on his wedding night,"" and ""I did hear your wife was having orgies with your squad . . .""). The game also contains the words ""f**k,""""a*shole,""""sh*t,"" and several Italian equivalents (e.g., ""c*zzo"" [f**k], ""cogl**ne"" [a*shole], ""m*rda"" [sh*t]).",M,ESRB
38,1,Any[],10,"This is a real-time strategy game based on military campaigns fought during World War II. From a top-down perspective, players traverse through landscapes, capture strategic points, and use rifles, machine guns, flamethrowers, and grenades to kill enemy soldiers. The frenetic battles are highlighted by realistic gunfire and explosions; injured characters scream in pain and emit small splashes of blood before collapsing to the ground. The words “sh*t” (spoken in German), “bastard,” and “hell” can be heard in the dialogue.",T,ESRB
293,1,Any[],11,"In this third-person shooter, players assume the role of Sam Fisher, a Special Forces operative trying to stop a deadly terrorist group in America. Players use pistols, shotguns, assault rifles, grenades, and other weapons to kill enemies while engaging in various espionage missions. Players can also employ stealth attacks to defeat enemies at close range (e.g., slitting throats from behind and neck snapping). Firefights are accompanied by realistic gunfire, large explosions, and blood-splatter effects. Cutscenes sometimes depict intense acts of violence and/or give players options to kill characters via on-screen prompts: a soldier executed at point-black range; a character electrocuted during an interrogation; a tortured man's fingers amputated off-screen (not depicted and not done by player), though the victim's dismembered hand is later depicted. During the course of the game, some missions require players to infiltrate various facilities, including an opium farm; the dialogue also references drugs (e.g., “They've vertically integrated drug production.”). The words “f**k,”“sh*t,” and “a*shole” can be heard in the game.",M,ESRB
1511,1,Null,8,Null,E,ESRB
19,1,Any[],11,"This is an adventure game in which players assume the role of Desmond, a man who must relive the life of his ancestor Ezio to assassinate various targets and save his fragmenting mind. Most missions require players to find, stalk, and kill enemies by using a variety of weapons (e.g., daggers, concealed blades, crossbows, gun-like artillery); players can also engage in brawls or sword fights with soldiers. Blood-splatter effects often occur when characters are injured; blood stains sometimes appear on the streets and/or characters' clothing. Some sequences depict close-ups of characters getting stabbed in the throat, and enemies are occasionally impaled amid slow-motion effects. During the course of the game, the dialogue contains some sexual references (e.g., “Now that was a sorry looking whore. Won't be selling her goods for a while,”“Your wife really enjoyed having a real man last night, shorty!” and “You going to try to feel me up again?”). The game also contains the word “sh*t” and a*s,” in addition to Greek/Italian equivalents (e.g., “m*rda” [sh*t], “m*laka” [a*shole], “c*zzo” [d*ck]).",M,ESRB
19164,2,Null,3,Null,Twelve,PEGI
20275,1,Null,10,Null,T,ESRB
418,1,Any[],10,Null,T,ESRB
20740,2,Null,1,Null,Three,PEGI
1070,1,Any[],11,Null,M,ESRB
2114,1,Any[],11,Null,M,ESRB
7789,1,Null,9,Null,E10,ESRB
37,1,Any[],11,"In this survival horror game, players assume the role of London inhabitants in the wake of a zombie invasion. From a first-person perspective, players scavenge the city and use realistic firearms, explosives, and melee attacks to kill waves of zombies; battles are highlighted by loud shrieks, impact sounds, and large splashes of blood. Players can also perform finishing moves to dispatch downed zombies: stomping on/bashing in their heads in with a cricket bat. Attacks often result in decapitated/dismembered bodies, and dead enemies continue to incur damage when shot. The words “f**k” and “sh*t” can be heard in the dialogue.",M,ESRB
1035,1,Any[],11,Null,M,ESRB
7346,1,Null,8,Null,E,ESRB
14362,2,Any[49],3,"The content of this game is suitable for persons aged 12 years and over only.
It contains: Mild bad language - Violence that is not shown but is implied",Twelve,PEGI
1219,1,Null,10,Null,T,ESRB
3022,1,Null,8,Null,E,ESRB
500,1,Any[],8,"Players control a team offour ""cartoony"" monsters in this strategy role-playing game. Players move their monsters (e.g., slime creatures and dragons) around a battle grid to face opposing creatures (e.g., golems, ""mushroom men""). Monsters use melee attacks (e.g., punches and kicks) and magic spells to battle creatures that squeak and run away when defeated. One of the available team names that appears on the screen is ""Hell's Bells.""",E,ESRB
529,1,Any[],10,"This is an action-puzzle game in which players perform simulated medical procedures and progress through a point-and-click-style adventure, with the goal of treating a variety of injured patients. Players can engage in surgery, diagnostics, orthopedics, endoscopy, forensics, and emergency response. Patients on operating tables resemble 3D models, somewhat mannequin-like and polygonal—intended as a clinical depiction. Players can reassemble broken bones; use scalpels, sutures, and lasers to cut into patients; run tests and physical exams. Surgery requires players to suction away blood, overlay layers of tissue, repair damaged blood vessels; blood-stained clothing is also depicted.   The still-frame cutscenes narrate doctors' missions and detail how hospital patients received their injuries. These highly-stylized images (graphic-novel art-style) generally involve a camera panning across still-frames and still-motion characters. One sequence shows the aftermath of a mall massacre, where victims can be heard screaming, their bodies lying near small pools of blood; another scene shows a man, infected with a virus, with blood dripping from his eyes and nose—the camera pans out behind the man as quick sprays of blood appear; and a women strapped with explosives threatens to kill people in one dramatic scene.   During the diagnostics portion of the game, players must diagnose patients by using the stethoscope and performing visual inspections. Female patients are asked to explain their symptoms, then lift up their shirts for closer inspection. The scene contains no nudity, but a saxophone can be heard playing in the background as a male doctor makes the following remarks: ""Can she really be that thin?,""""dayum!,"" and—after doctor's heart rate increases—""It's only natural . . . I'm a straight male."" During the course of the game, characters sometimes use language such as ""bullsh*t,""""a*shole,"" and ""b*tch."" One central character is frequently depicted with a lit cigarette in his mouth.",T,ESRB
1558,1,Null,8,Null,E,ESRB
19565,1,Null,10,Null,T,ESRB
1372,1,Null,6,Rating Pending,RP,ESRB
570,1,Any[],11,Null,M,ESRB
15,1,Any[],11,"Crysis Warhead  is a first-person shooter in which players assume the role of Sergeant ""Psycho"" Sykes, a special forces operative involved in a combat mission against Korean military forces and extraterrestrials. Combat can be frenetic with repeated screen shakes and realistic sound effects (e.g., gunfire, explosions, demolition) during firefights. Players use a variety of weapons (guns, grenade launchers, freeze rays) as well as 'special powers' such as invisibility, speed burst, and super strength – made accessible through the player's nanotech combat suit. Blood pools are depicted when soldiers are shot and killed, staining both the environment and the character's visor. Profanity (e.g., ""f*ck"" and ""sh*t"") can be heard during gameplay and cutscenes.",M,ESRB
10919,1,Any[],10,Null,T,ESRB
1022,1,Any[],11,"This is a first-person shooter in which players assume the role of a U.S. Marine soldier who is on trial for treason. Players engage in fictitious military conflicts as the soldier's story is told from a variety of perspectives (e.g., fighter pilots, tank commanders, Special Forces operatives). Players use sniper rifles, machines guns, grenades, and rocket launchers to kill enemy soldiers in frenetic firefights. The frequent combat is highlighted by realistic gunfire and large explosions; characters sometimes scream and emit large splashes of blood when shot. Players can also engage in hand-to-hand combat: repeatedly punching enemies in the face; stabbing soldiers to death with knives. In one sequence, a restrained character's throat is slit (off-screen); in another, players shoot police officers to complete a mission objective. The words “f**k” and “sh*t” can be heard frequently in the dialogue.",M,ESRB
2025,1,Null,8,Null,E,ESRB
7170,1,Any[],10,"This is a fighting game, based on the Dengeki Bunko novels, in which players choose from a wide cast of characters and battle each other in one-on-one contests of strength. Characters mostly punch and kick each other to deplete opponent's life meters; several characters also use weapons such as guns, swords, and spears. Combat is highlighted by light effects, impact sounds, and realistic gunfire (with gun-toting characters). Some female characters wear revealing outfits (e.g., lingerie) in still-image galleries. One female character is depicted with exaggerated, jiggling breasts. The dialogue contains some suggestive material (e.g., “You're the one with a skirt so short that you almost show your underpants every time you jump!”). One character is shown lighting and smoking a cigarette during his fights. The word “bada*ses” appears in the game.",T,ESRB
142,1,Any[],11,"This is a first-person shooter in which players assume the role of a U.S. Marine soldier who is on trial for treason. Players engage in fictitious military conflicts as the soldier's story is told from a variety of perspectives (e.g., fighter pilots, tank commanders, Special Forces operatives). Players use sniper rifles, machines guns, grenades, and rocket launchers to kill enemy soldiers in frenetic firefights. The frequent combat is highlighted by realistic gunfire and large explosions; characters sometimes scream and emit large splashes of blood when shot. Players can also engage in hand-to-hand combat: repeatedly punching enemies in the face; stabbing soldiers to death with knives. In one sequence, a restrained character's throat is slit (off-screen); in another, players shoot police officers to complete a mission objective. The words “f**k” and “sh*t” can be heard frequently in the dialogue.",M,ESRB
11800,1,Any[],11,"This is a collection of action games in which players follow the story of characters from the Metal Gear Solid franchise. Players assume the role of elite soldiers through counter terrorist and military missions, using pistols, machine guns, and rocket launchers to kill various enemies (e.g., human soldiers, giant robots). Players can also employ close-up stealth attacks (e.g., choking and slitting throats from behind) to defeat enemies. Firefights are highlighted by screams of pain, realistic gunfire, and blood-splatter effects (blood also stains the ground). Some games allow non-adversary characters/prisoners to be injured or killed; cutscenes also depict intense acts of violence: enemy soldiers executed at point-blank range; a restrained character beaten during an interrogation. A comic-book-style sequence (hand-drawn still images) depicts a young character using a knife to execute captured soldiers. Some games in the collection include suggestive/sexual material: a man briefly groping a character's breasts; a male character's buttocks exposed as he runs through levels. In some sequences, players can enter a cardboard box (""Love Pack"") to engage in sexual acts with another character—there is no depiction of the sexual acts, though moaning sounds occur. Players also have the ability to unlock a “Snake Beater” award after repeatedly zooming in on a picture of a woman in lingerie. A handful of sequences include depictions of bathroom humor (e.g., a character defecating inside his pants; a character urinating off a platform onto another character). The game includes references to drugs in the dialogue (e.g., “The biggest cocaine consume in the world is the United States"" and ""How'd he get the cocaine?""). The words “f**k” and “sh*t” can be heard in dialogue.",M,ESRB
521,1,Any[],11,"This is a first-person shooter, set in a fictional city-in-the sky (Columbia), in which players assume the role of a private investigator searching for a mysterious woman. As players explore the city, they encounter a variety of armed guards, thugs, and mechanical creations that attack the central character. Players use pistols, shotguns, rifles, and machine guns to kill these enemies. A three-pronged hook can be used to dismember and decapitate several enemies. Players can also use an assortment of special powers to defeat enemies (e.g., setting characters on fire, electrocuting them). Large blood-splatter effects occur when characters are injured. Enemies are also depicted beating themselves with a bat or shooting themselves in the head when they are possessed; during one sequence, a character intentionally sets herself on fire. During the course of the game, characters sometimes engage in suggestive/sexual dialogue (e.g., “Obscenity and fornication everywhere!”“Could use a good roll in the hay after this,”“I think yeh gave me the clap, ya dirty boy…”). The game allows players' character to obtain ""health"" by consuming beer and whiskey; the screen turns fuzzy and distorted if the player consumes too many drinks. The social/political backdrop of the fictional city (set in the year 1912) includes the use of derogatory ethnic/racial terms (e.g., the words ""gook,""""chink,""""negroes,""""injuns,""""crackers""); language such as ""sh*t"" can also be heard in dialogue.",M,ESRB
1593,1,Any[],10,Null,T,ESRB
494,1,Any[],9,"This is a puzzle game in which players follow Professor Layton and his protégé as they attempt to solve a mystery surrounding a time machine. Players solve puzzles, explore town areas and time periods, and earn ""Hint Coins"" by tapping on conspicuous objects. The storyline sometimes depicts scenes of violence and injury: a group of henchmen use machine guns to shoot up a casino; a victim's extended arm protrudes from underneath a mound of rubble after an explosion.",E10,ESRB
673,1,Null,8,Null,E,ESRB
913,1,Any[],9,"This is a role-playing game in which players control a boy attempting to save his mother from an evil witch. Players complete quests, search for hidden treasures, and engage in turn-based battles with fantasy creatures (e.g., robots, dragons, animal-like monsters). Characters can use swords, firearms, and magical attacks; enemies fall over and/or disappear in puffs of smoke. The game includes some comical sequences: characters ejected as offspring from a moaning creature; a character picking its nose; dialogue such as “wet me pirate pants!” Character cards sometimes depict/reference alcohol and tobacco (e.g., text reading “…wine that ferments in their stomachs”; a creature smoking a pipe). During the course of the game, players can occasionally wager in-game currency on blackjack and slot machines. The words “damn” and “hell” appear in dialogue.",E10,ESRB
2853,1,Any[],10,Null,T,ESRB
857,1,Any[],8,Null,E,ESRB
847,1,Any[],9,"This is an action platformer in which players assume the role of Rayman and his “cartoony” friends as they rescue creatures from evil forces. As players run, jump, and fly through side-scrolling levels, they can use various attacks (e.g., punches, kicks, slaps) to defeat enemy creatures (e.g., goblins, wrestlers, skeletons); enemies disappear into puffs of smoke when defeated. Boss battles are more protracted, as players shoot projectiles at large dragons, frogs, and wrestlers. During the course of the game, players can unlock and wear a variety of costumes; one costume depicts characters with small fig leaves covering their pelvic areas.",E10,ESRB
1871,1,Any[],9,Null,E10,ESRB
457,1,Any[],8,"This is an action-platformer in which players control a small character that shoots and jumps its way through sci-fi environments to defeat enemy robots. Players can use an arm cannon to shoot tiny pellets at enemy creatures (e.g., mouse-, bird-, and bug-like robots); effects include small white bursts and brief explosion sounds.",E,ESRB
873,1,Any[],11,Null,M,ESRB
2997,1,Null,8,"This is a train simulation game in which players can drive trains through their assigned routes while carrying cargo or passengers. Players can also create their own train routes and populate surrounding areas with buildings, forests, and people.",E,ESRB
3174,1,Any[],11,Null,M,ESRB
11169,2,Any[49],4,"The content of this game is suitable for persons aged 16 years and over only.
It contains: Realistic looking violence",Sixteen,PEGI
495,1,Any[],9,"This is a puzzle-adventure game in which players follow Professor Layton and his young apprentice as they attempt to solve the mystery behind a ghostly creature. As players solve puzzles and explore town areas, they can trigger various cutscenes, some of which depict violent acts (e.g., characters punching and kicking each other); in one sequence, gunshots ring out before the camera cuts to a character lying on the ground. The dialogue occasionally makes brief references to murder and suicide. Some dialogue includes mildly suggestive references (e.g. “Are your legs tired? Because you've been running through my mind all day” and ""your hair—it looks so soft and . . . touchable.”). In a bonus game, players can select a “defining trait” for a character (e.g., “Fashionissimo,”“Smooth Talker,”“Sweet Tooth”).  For “Smooth Talker,” the accompanying text reads, “Your natural charm makes you irresistible to the opposite sex.” Dialogue also includes a few references to wine (e.g., “We have several aged wines in the cellar” and “Our friend Layton is quite the wine aficionado.”). In one casino environment, players can wager in-game currency on a card game called Higher Lower.",E10,ESRB
7360,2,Null,1,The content of this game is suitable for all persons.,Three,PEGI
9630,2,"Any[49, 49]",3,Null,Twelve,PEGI
2276,1,Any[],10,Null,T,ESRB
122,1,Any[],9,Null,E10,ESRB
277,1,Any[],8,"This is a side-scrolling adventure game in which players embark on a quest to vanquish an evil being. Players explore various levels and use swords and magic attacks to attack small goblins, gargoyles, and fantasy creatures; enemies turn into collectable coins when defeated. During the course of the game, some characters are depicted smoking cigarettes.",E,ESRB
233,1,Any[],9,"This is a strategy game in which players must defend a castle while using a large boulder to destroy opponents' fortress door. As players roll through obstacles such as oversized vases and guillotines, they can run over small cardboard-like characters that cry out as they are flattened. In the more frenetic boss fights, players sometimes use “cartoony” cannons to damage giant enemies (e.g., a dragon, a flying cherub head). The game also contains instances of bathroom humor: a character (fully clothed) sitting on a toilet; frequent flatulence sound effects",E10,ESRB
10962,2,Any[49],5,"The content of this game is suitable for persons aged 18 years and over only.
It contains: Extreme violence",Eighteen,PEGI
3221,1,Null,10,Null,T,ESRB
748,1,Null,8,Null,E,ESRB
549,1,Any[],11,Null,M,ESRB
479,1,Any[],10,Null,T,ESRB
280,1,Any[],11,"This is a first-person shooter in which players control a U.S. soldier who works for the C.I.A. and participates in both well-known and secret events during the Cold War (e.g., skirmishes, stealth espionage, assassinations, and interrogations involving torture). Players use a wide variety of weapons such as pistols, rifles, machine guns, and explosives to injure/kill enemies. Combat can generate pools of blood and dismembered limbs. Players can use enemy bodies as human shields and execute them at close range. In one sequence, broken glass is placed into the mouth of a man while he is repeatedly punched, causing blood to spill from his mouth. Language such as ""f**k,""""b*tch,"" and ""sh*t"" can be heard in the dialogue.",M,ESRB
1352,1,Any[],11,http://www.esrb.org/ratings/synopsis.jsp?Certificate=29648,M,ESRB
481,1,Any[],8,Null,E,ESRB
1090,1,Any[],11,Null,M,ESRB
126,1,Any[],9,Null,E10,ESRB
7205,1,Any[],9,"This is a racing game in which players drive cars through city streets. and engage in mission-based events. Players can crash into street signs, gas stations, scaffolds, and other cars, causing explosions and flip outs. Players are able to evade the police, and can also crash into and ""disable"" the police cruisers; on-screen text tallies the number of police cruisers ""tagged"" or ""disabled. ""Some city environments depict suggestive advertisements; for example, a neon sign of a woman in her underwear and a marquees that read, ""showgirl revue"" and ""live showgirls.""",E10,ESRB
1033,1,Any[],11,Null,M,ESRB
1092,1,Any[],11,Null,M,ESRB
289,1,Any[],11,"This is a third-person shooter in which players assume the role of a CIA agent, William Carter, who battles aliens in 1962. Players control Carter and his team through squad-based combat missions, exploring sites and killing aliens and human enemies. Characters use a variety of futuristic firearms, as well as pistols, rifles, machine guns, and explosives in combat. Cutscenes also contain instances of violence: characters shooting each other at close range; an alien getting shot, with pieces of its skull broken up into pieces. An interrogation sequence allows players to choose to use force or not: if selected, Carter punches and shoots the alien while demanding information. The words “f**k,”“sh*t,” and “c*nt” can be heard in the dialogue.",M,ESRB
239,1,Any[],8,Null,E,ESRB
230,1,Any[],8,Null,E,ESRB
20,1,Any[],11,"This is an action-adventure game in which players assume the role of Desmond, an assassin who must revisit the lives of his ancestors during the American Revolutionary War. Most missions require players to find, stalk, and kill enemies with a variety of weapons (e.g., muskets, handguns, bayonets, tomahawks). Players can also engage in swordfights with armed soldiers, resulting in depictions of impaled characters and occasional slow-motion effects; large blood splashes appear when enemies are injured. Cinematic cutscenes depict additional blood splatter on characters' bodies and/or clothing, along with more intense acts of violence: an unarmed prisoner getting his throat slit; a man getting shot in the head at close range; a man getting bludgeoned in the head with a cleaver. The dialogue contains a variety of sexual material/innuendo: “King Louis filled the place with whores to keep his men from turning tail,”“[H]ere you are banging my sister behind my back,”“Don't flog the bishop again, lads,”“[T]hey spend 20 minutes simulating . . . sex and walk off with millions.” The game also contains the words “f**k” and  “sh*t.” (spoken in both English and French).",M,ESRB
6247,1,Any[],10,Null,T,ESRB
1279,1,Any[],11,"This is a first-person shooter in which players assume the role of a U.S. Marine (Recker) and his Special Forces unit as they battle enemy forces in China and Russia. Players use sniper rifles, machine guns, rocket launchers, and mines to kill enemy soldiers engage in frenetic, realistic battle. Some sequences involve stealth tactics, in which players sneak up on enemies to stab them at close range. Combat is highlighted by realistic gunfire, large explosions, and screams of pain; large blood-splatter effects also occur. One sequence requires players to use a knife to cut off the leg of a wounded comrade; another depicts a character getting beaten and electrocuted by an interrogator. The words “f**k,”“sh*t,” and “a*shole” appear in the dialogue.",M,ESRB
534,1,Any[],8,Null,E,ESRB
1289,1,Any[],11,Mature 17+,M,ESRB
885,1,Any[],10,"In this puzzle-adventure game, players assume the role of Miles Edgeworth, a court prosecutor who investigates and solves crimes—mostly murder cases. The game is text-based, requiring players to read through dialogue and view narration sequences (i.e., cutscenes). Players visit crime scenes, question witnesses, examine evidence, and deduce the mystery behind each crime. Actual shootings (of people) are never depicted, though gunfire is sometimes heard. Cutscenes do show murder victims lying on the ground or slumped over at crime scenes. These still-frame images include depictions of blood on or near victims' bodies: a small stain on clothing, a set of red handprints on furniture, a thin pool of blood on the floor. Characters occasionally use expletives such as ""bastard"" and ""damn"" in dialogue. And while shouting ""Objection!"" during a heated interrogation, players may notice that a female character wears a tight, half-opened blouse exposing deep cleavage.",T,ESRB
296,1,Any[],11,"This is a third-person shooter in which players assume the role of a guerilla soldier who engages in combat missions against aliens and an apocalyptic cult on Mars. Players use plasma guns, rocket launchers, machine-gun turrets, and explosives to shoot and kill alien creatures and human soldiers. Battles are highlighted by realistic gunfire, large explosions, and cries of pain from injured characters. Blood-splatter effects frequently occur when enemies are hit; some enemies explode into pieces when killed—body parts and large bloodstains are depicted on the ground. Players also have the ability to inflict damage on enemies that have been killed. The words ""f**k"" and ""sh*t"" can be heard in the dialogue.",M,ESRB
23248,2,Any[49],3,This game was rated PEGI 12 for frequent scenes of mild violence. It is not suitable for persons under 12 years of age.,Twelve,PEGI
1968,1,Any[],8,Null,E,ESRB
1976,1,Any[],10,Null,T,ESRB
1254,1,Any[],11,"This is a third-person shooter in which players assume the role of Isaac Clarke, an engineer battling a mysterious alien threat. Players use futuristic weapons (e.g., guns that fire explosives, spikes, incendiary shots) to kill various alien creatures and human enemies. The frenetic combat is accompanied by realistic gunfire and screams of pain. Players can also employ melee kills at close range: hand-to-hand combat, stomping down on enemies, using the butt of a weapon to eliminate adversaries. Blood-splatter effects occur when characters incur damage, and some environments depict blood-splattered floors and mutilated bodies; enemies can be seen impaled, decapitated, and dismembered during the game. The words ""f**k,""""sh*t,"" and “a*shole” can be heard in the dialogue.",M,ESRB
299,1,Any[],11,"This is an action game in which players assume the role of Joel and Ellie, human survivors battling their way through a post-apocalyptic world. From a third-person perspective, players traverse through city ruins and use a variety of weapons (e.g., pistols, rifles, explosives, spiked bats, steel pipes, and blades) and melee attacks to fight off infected mutants and other human survivors. Players can also employ stealth kills (e.g., strangulations, pistol executions, stabbing attacks) and engage in extended combat sequences involving close-up camera angles and on-screen prompts. Screams of pain, realistic gunfire, and blood-splatter effects accompany the combat. Several attacks result in decapitations and dismemberment; body parts are depicted in some areas (e.g., chopping blocks). Cutscenes also depict intense acts of violence: a young character dying in a man's arms from gunshot wounds; adult characters being executed at point-blank range; an enemy getting interrogated and stabbed in the knee. During the course of the game, a character makes sexual remarks about an adult magazine (e.g., ""Whoa. How the hell would he even walk around with that thing"" and ""Oh why are these [pages] all stuck together""). The words ""f**k,""""sh*t,"" and ""a*shole"" can be heard in the dialogue.",M,ESRB
1910,1,Any[],8,Null,E,ESRB
9600,1,Any[],11,Null,M,ESRB
27081,2,Null,5,Null,Eighteen,PEGI
11,1,Any[],10,Null,T,ESRB
27421,2,Null,4,Null,Sixteen,PEGI
27789,1,Any[],9,Null,E10,ESRB
28204,1,Any[],9,Null,E10,ESRB
28540,2,Null,2,Null,Seven,PEGI
28552,2,Any[49],3,Null,Twelve,PEGI
75,1,Any[],11,Null,M,ESRB
1078,1,Any[],11,Null,M,ESRB
1048,1,Any[],11,Null,M,ESRB
56,1,Any[],9,"This is an action platformer in which players assume the role of a young boy stranded on a remote robot planet. As players traverse through side-scrolling levels, they must avoid hazards (e.g., spike traps, rocket launchers) and use “cartoony” bombs to defeat robot enemies that disappear amid scattered debris/puffs of smoke. Boss fights can be more frenetic, and are accompanied by colorful explosions/laser fire/groaning sounds as enemies' health meters are depleted. Some violent references in dialogue contribute to the tone of the game (e.g., “[He changed me, made me hurt people,”“Give me all your belongings blue boy!” and “[H]ey kid, looking to purchase some heat?”).",E10,ESRB
3075,1,Any[],10,"This is a fighting game in which players engage in one-on-one battles of strength using a variety of human, robot, and animal-like characters. Players mostly punch and kick opponents to drain their health meters; fighters also can use special moves that can include weapons (e.g., oversized guns, swords, lasers), energy blasts, or magic spells. Combat is highlighted by battle cries, impact sounds, and light effects. A gallery of still images sometimes depicts characters with smears of blood on their bodies or faces. The Gallery mode also includes images of female characters in provocative poses (e.g., arms covering bare breasts; characters bent over), or with partially exposed buttocks and breasts. The dialogue contains some sexual remarks: “[Y]ou c*ck-blocked me all those years ago!” “Ohhhh, you mean that pedophile?!” “Just stay away from me, you perv!” “I haven't played with those boobies in forever!” and “I'm in fetish paradise!” The words “sh*t,” “a*shole,” and “b*tch” appear in the dialogue.",T,ESRB
98,1,Any[],11,"This is a third-person shooter in which players assume the role of an undercover police officer who must infiltrate a crime organization in Hong Kong. As players complete missions to earn experience points and advance the plot, they use knives, meat cleavers, assault rifles, grenades, and other weapons to kill human enemies (e.g., armed/unarmed thugs, gang members). Hand-to-hand combat is a major component of gameplay: players can perform “environmental kills” such as throwing enemies into an ice chipper, pushing their heads into a table saw, impaling them on elevated meat hooks—these sequences are accompanied by slow-motion effects, exaggerated blood splatter, and scattered body parts. Cutscenes also depict intense acts of violence (e.g., unarmed characters getting shot at point-blank range; a restrained character being tortured with a razor and power drill). The game contains sexual material, which can be heard in the dialogue (e.g., “Hey, tell your sister to give me a call, huh? I wouldn't mind giving her a mouthful,”“Tell Ming to stick with girls over 14 this time,” The triads use those places as whorehouses”). In one sequence, a woman is briefly shown reaching for a man's crotch (both characters are fully clothed); in another, players can use in-game credits to make “massage parlor” purchases (the screen fades to black). Drug use is referenced several times, and one cutscene depicts a man snorting an illicit substance. Words such as “f**k,”“c*nt,” and “sh*t” can be heard in dialogue.",M,ESRB
1058,1,Any[],11,"This is a first-person shooter in which players join a group of survivors who must battle a zombie infestation on a tropical island. Players use baseball bats, knives, axes, shotguns, and rifles to kill waves of zombies. Battles are accompanied by screams of pain, realistic gunfire, and slow-motion effects. When zombies are knocked to the ground, players can sometimes stomp on their heads to complete kills. Large blood splatter stains the surrounding environment and players' weapon. Players can also dismember zombies, and various scenes depict bloody torsos, legs, or other mutilated body parts. As the game progresses, alcoholic beverages can be consumed to increase damage output, resulting in screen-blurring effects; in one cutscene, drunken characters are depicted stumbling around a party. Some sequences also reference drug use; one mission requires players to retrieve drugs for a character (e.g., “I haven't shot up since the day before yesterday and I'm getting the chills.”). The game also contains a handful of sexual references in the dialogue (e.g., “One rich bugger I investigated was clearly molesting his fourteen-year-old daughter.”); one scene depicts a bikini-clad woman tied to a bed and surrounded by video cameras. The words “f**k” and sh*t” can be heard in dialogue.",M,ESRB
3070,1,Null,11,Null,M,ESRB
1051,1,Any[],10,Null,T,ESRB
