id,change_date_category,country,created_at,description,developed,logo,name,slug,start_date,start_date_category,updated_at,url,websites,checksum
795,7,826,1342828800,"Ninja Theory Ltd. was formed in 2004 by four partners, including current Directors Nina Kristensen (Chief Development Director), Tameem Antoniades (Chief Creative Director) and Jez San OBE (Non-Executive Director). The studio pride themselves on striving for the highest production values and continually pushing the boundaries of technology, art and design to create evermore exciting video game experiences.

Ninja Theory are proud to have worked with a long list of collaborators from creative industries outside of video games, including Andy Serkis (Lord of the Rings, King Kong, The Hobbit), Alex Garland (The Beach, 28 Days Later), Nitin Sawhney (BBC’s Human Planet), Noisia (Split The Atom) and Combichrist (Making Monsters). As well as partnering with talent from the world of music, literature and film, Ninja Theory pioneered the use of Performance Capture in video games.","Any[1254, 2538, 7318, 7603, 21024, 24192, 24932, 106107, 119260, 127342, 128797]",145,Ninja Theory,ninja-theory,1072915200,0,1579737600,https://www.igdb.com/companies/ninja-theory,Any[1266],c5d48a2c-ad69-b3b3-d8dc-2c28e6b82a6d
1111,7,124,1372723200,Null,Any[2347],Null,Trapdoor,trapdoor,Null,7,1587168000,https://www.igdb.com/companies/trapdoor,Null,8f73ebf1-9102-754e-048a-779bdf8f9623
2404,0,Null,1392768000,Null,"Any[4484, 18022]",Null,Tengen,tengen,Null,0,1581120000,https://www.igdb.com/companies/tengen,Null,36b5cb62-58dd-c7a9-4476-ed623a325d74
1447,7,840,1382313600,Null,"Any[3075, 20098, 27117]",2896,Subset Games,subset-games,1301616000,1,1563494400,https://www.igdb.com/companies/subset-games,Any[761],16d9ed01-c9eb-f41e-77ba-d0b73d0d9501
854,7,208,1348444800,"Playdead is an independent game developer and publisher based in Copenhagen, Denmark. Playdead was founded in 2006 by Arnt Jensen and Dino Patti, to develop LIMBO, which was released in 2010. Today we’re more than 25 people, creating in various aspects in the company. A small team are currently working on expanding LIMBO to new platforms and the rest are working on Arnt Jensen's new game INSIDE.","Any[1331, 7342]",161,Playdead,playdead,1149120000,0,1587168000,https://www.igdb.com/companies/playdead,Any[500],ed86b453-fef9-18ea-d234-eb44e6605290
1424,7,826,1382054400,Null,"Any[3035, 14544]",Null,Galactic Cafe,galactic-cafe,Null,7,1553040000,https://www.igdb.com/companies/galactic-cafe,Any[1793],7fc20819-6585-7d83-dfca-d8be09f3775a
5176,7,826,1428796800,Null,Null,2204,Sold Out Sales & Marketing,sold-out-sales-and-marketing,Null,7,1583193600,https://www.igdb.com/companies/sold-out-sales-and-marketing,Any[2277],01a1d5d5-e1f8-3ba5-474c-085144b3eddb
17966,7,Null,1549324800,Null,Null,3712,Xbox Game Studios,xbox-game-studios,1549324800,0,1595462400,https://www.igdb.com/companies/xbox-game-studios,Null,5aa73d5b-c7e5-ffca-ac51-400036621976
1012,7,392,1371945600,Null,"Any[2155, 2368, 3981, 3982, 4144, 5216, 5491, 5492, 5493, 5494, 5619, 5927, 5936, 5975, 5976, 6937, 6988, 7121, 7270, 7334, 7377, 7422, 7423, 8222, 8547, 9500, 9501, 9502, 9503, 9514, 9515, 9566, 9579, 9582, 10758, 10903, 10904, 10905, 10907, 10908, 10909, 11133, 14647, 19266, 19410, 19412, 19414, 19424, 19428, 19924, 20341, 21040, 21988, 22502, 23158, 26916, 28210, 31719, 42931, 46029, 65178, 76882, 79129, 81201, 103282, 103304, 103332, 119133, 129857, 134329]",1136,FromSoftware,fromsoftware,531187200,0,1581465600,https://www.igdb.com/companies/fromsoftware,Any[441],4c62754b-1435-861d-e4a5-87cd74f70c63
510,7,56,1317686400,"Larian Studios is a game developer studio located in Gent, Belgium. Proud to be independent for 19 years, they create games for multiple genres and platforms.
They have a passion for role playing games; our Divinity series includes 5 games spanning over 13 years in multiple genres. Their crown jewel, Divinity: Original Sin, was a Kickstarter success story of 2014.","Any[671, 2905, 5082, 6358, 9781, 11800, 13178, 14177, 14198, 78459, 103337, 116642, 119171]",484,Larian Studios,larian-studios,851990400,2,1583625600,https://www.igdb.com/companies/larian-studios,Any[485],71c0cc60-a710-83d2-d8f9-9c53e55feb9a
11960,7,250,1484870400,Null,"Any[26855, 116141, 122268, 126127, 133271]",3824,Motion Twin,motion-twin,1009756800,2,1599955200,https://www.igdb.com/companies/motion-twin,Any[1903],346b6258-ae70-f2d2-a53b-5b8d1682b398
10070,7,Null,1465603200,Null,"Any[4063, 6530]",Null,Namco Hometek,namco-hometek,Null,7,1579564800,https://www.igdb.com/companies/namco-hometek,Null,92a840d9-c408-cb10-b8e0-12200f1507f5
856,7,840,1348704000,"Unknown Worlds Entertainment is an independent and internationally operating American game development company whose goal is to ""unite the world by playing"". Based in San Francisco, California, the studio is especially known for the Natural Selection series and Subnautics.","Any[1335, 9254, 14826, 17566, 23759, 93808, 107315]",1168,Unknown Worlds Entertainment,unknown-worlds-entertainment,1009756800,2,1548892800,https://www.igdb.com/companies/unknown-worlds-entertainment,Any[521],856e2518-106c-08ce-dda4-727246381a0c
2380,0,Null,1392163200,Null,Null,Null,JVC Musical Industries,jvc-musical-industries,Null,0,1503100800,https://www.igdb.com/companies/jvc-musical-industries,Null,62f6f7cb-a08b-3f09-0254-a7a6d1442a3d
5213,7,840,1428883200,"Panic Inc. is an American software and video game company based in Portland, Oregon. The company specializes in macOS and iOS applications and began publishing video games in 2016. Panic was founded by Steven Frank and Cabel Sasser.",Null,3213,Panic,panic,883526400,2,1573603200,https://www.igdb.com/companies/panic,Any[203],f5b1101c-abfd-aa49-6e54-558878dacd9f
1639,7,124,1386115200,Null,"Any[3221, 11537, 27343, 132058]",Null,Cellar Door Games,cellar-door-games,Null,7,1587081600,https://www.igdb.com/companies/cellar-door-games,Null,536cb815-781e-6b61-7197-e6899469bae0
10585,7,36,1471132800,Null,Null,2554,Demruth,demruth,Null,7,1562630400,https://www.igdb.com/companies/demruth,Any[2726],b853f723-8f2d-366a-306f-e1dd1edc4132
1893,0,Null,1389571200,Null,"Any[614, 1277, 1978, 3145, 3146, 3751, 3752, 3753, 3754, 3755, 3756, 3758, 3759, 7132, 7133, 8322, 8324, 8325, 10385, 11148, 14806, 14810, 14811, 14812, 14813, 14814, 14816, 14885, 15646, 15648, 15711, 15712, 15714, 16439, 16458, 20435, 20509, 20546, 25230, 27748, 27812, 27813, 27814, 27815, 27816, 27817, 27818, 27819, 58310, 62007, 120900, 121618]",Null,PopCap Games,popcap-games,Null,0,1588636800,https://www.igdb.com/companies/popcap-games,Null,e641d867-6336-a758-4a12-375c0fb00cea
2518,7,616,1396051200,"We are a small independent game development studio located in Warsaw, Poland.","Any[2939, 76880, 102123]",1499,The Astronauts,the-astronauts,Null,7,1527033600,https://www.igdb.com/companies/the-astronauts,Any[1160],c1dd766a-5bc0-a74b-d80d-693c8f6519f4
613,7,840,1317686400,Null,Any[942],2718,2D Boy,2d-boy,Null,7,1562889600,https://www.igdb.com/companies/2d-boy,Any[2910],092880df-0d46-5bdd-a52c-771b498c6043
11608,7,Null,1480032000,Null,Null,Null,X.D. Network Inc.,xd-network-inc,Null,7,1580083200,https://www.igdb.com/companies/xd-network-inc,Null,f4bcdd2a-e9f5-923c-97d3-8fbfa0cec47a
1466,7,826,1383177600,Null,"Any[9605, 12975, 17928]",1284,Mastertronic,mastertronic,441676800,2,1573084800,https://www.igdb.com/companies/mastertronic,Null,de084c71-a7e3-7e73-7a2c-d1b9956f9335
324,7,392,1302739200,"Square Co. Ltd. was a Japanese video game company founded in September 1983 by Masafumi Miyamoto. It merged with Enix in 2003 and became Square Enix. The company also used SquareSoft as a brand name to refer to their games, and the term is occasionally used to refer to the company itself. In addition, ""Squaresoft, Inc"" was the name of the company's American arm before the merger, after which it was renamed to ""Square Enix, Inc"".","Any[415, 421, 426, 1349, 1359, 7358, 48091]",953,Square Soft,square-soft,Null,7,1584489600,https://www.igdb.com/companies/square-soft,Null,90e023d3-f983-4197-9030-32ce3fc9b691
1058,0,Null,1372377600,Null,Any[3582],Null,Xicat Interactive,xicat-interactive,Null,0,1543795200,https://www.igdb.com/companies/xicat-interactive,Null,bc086e64-2050-4d1b-fc22-76246d70702c
593,7,124,1317686400,"The Adventure Company, first launched in 2002 as a division of DreamCatcher Interactive, is a publishing label of Nordic Games that specializes in adventure-style games, many in the point-and-click mystery style. It was acquired by Nordic Games in 2011, and has continued to be a publishing brand for Nordic.",Null,388,The Adventure Company,the-adventure-company,1041292800,2,1570752000,https://www.igdb.com/companies/the-adventure-company,Any[481],ad5ce3a8-5b9a-6874-5f2e-834b37bef159
230,7,840,1302220800,Null,"Any[828, 67860]",Null,MachineWorks Northwest,machineworks-northwest,Null,7,1563408000,https://www.igdb.com/companies/machineworks-northwest,Any[3129],0e56e4e9-fdfc-e244-ccca-a17513bc26d3
4998,7,840,1425254400,Null,"Any[9806, 116156, 134594]",729,Heart Machine,heart-machine,Null,7,1552435200,https://www.igdb.com/companies/heart-machine,Any[175],012a45b4-667d-bf78-a7b3-9809eca1dd0a
7260,7,840,1447804800,Null,"Any[14587, 22748, 36858, 78152]",2843,Night School Studio,night-school-studio,Null,7,1587081600,https://www.igdb.com/companies/night-school-studio,Any[3105],e4e1d118-d553-f8d2-4754-d19b274e2a06
26,7,392,1299456000,"Square Enix develops, publishes, distributes and licenses Square Enix, Eidos and Taito branded entertainment content in Europe and other PAL territories as part of the Square Enix group of companies. Square Enix also has a global network of leading development studios such as Crystal Dynamics and Eidos Montréal. 
 
The Square Enix group of companies boasts a valuable portfolio of intellectual property including: Final Fantasy, which has sold over 130 million units worldwide; Dragon Quest, which has sold over 71 million units worldwide; Tomb Raider, which has sold over 58 million units worldwide; and the legendary Space Invaders.","Any[359, 384, 386, 389, 391, 394, 395, 398, 401, 402, 403, 405, 408, 409, 410, 411, 416, 419, 425, 426, 1181, 1219, 1221, 1223, 1224, 1225, 1226, 1343, 1811, 1813, 1819, 1820, 1821, 2216, 2407, 2408, 2449, 2933, 3988, 3989, 4700, 5550, 6172, 6630, 6902, 7047, 7356, 7359, 7400, 7841, 9326, 9498, 9585, 10319, 10385, 11169, 11214, 11256, 11316, 11667, 14144, 14159, 14723, 14729, 14840, 14988, 15384, 16284, 16398, 18068, 18069, 18070, 19865, 19930, 20288, 20597, 20655, 21054, 21207, 21628, 21779, 21880, 22905, 23016, 23981, 24069, 24288, 24400, 24403, 24404, 24479, 24854, 24931, 25739, 26069, 26625, 26642, 26765, 26904, 26981, 27410, 27720, 27737, 27939, 27979, 28002, 28365, 31559, 36689, 36752, 37087, 37193, 37291, 37441, 38493, 41831, 41833, 41834, 41836, 41837, 41838, 41839, 41840, 41841, 41842, 41843, 41845, 41848, 41851, 41852, 41853, 41854, 41855, 41856, 44083, 44101, 44529, 51532, 54548, 54550, 55034, 55035, 55049, 55092, 57793, 68287, 68330, 68382, 69176, 69180, 74384, 75680, 75681, 76143, 76163, 76430, 77234, 77766, 80033, 80877, 81143, 89556, 90563, 91669, 95923, 106819, 108156, 109275, 109276, 109461, 109465, 110069, 110075, 111757, 112412, 113632, 115277, 115448, 115670, 115861, 117525, 117778, 119057, 119215, 119373, 119391, 121612, 122572, 127832, 127879, 129890, 131722, 131995, 135108]",121,Square Enix,square-enix,1049155200,0,1588377600,https://www.igdb.com/companies/square-enix,Any[1221],060af793-92be-6c20-c70f-e1aa3093eb9a
184,7,840,1301961600,Null,"Any[280, 284, 286, 312, 333, 355, 509, 673, 2439, 2440, 2441, 2442, 2443, 2445, 2446, 3471, 6578, 6633, 6968, 7351, 8191, 8705, 8852, 10192, 10751, 11386, 15759, 18994, 19530, 21527, 37031, 46626, 46627, 67744, 72110, 73509, 76217, 80089, 93840, 101029, 101211, 103298, 129898, 132823]",86,id Software,id-software,665366400,0,1587772800,https://www.igdb.com/companies/id-software,Any[663],722c9370-7d18-bc06-b1fb-20ef46a511d4
918,7,840,1359676800,"Fullbright is an independent video game studio in Portland, Oregon.","Any[1906, 8259]",1342,Fullbright,fullbright,1488326400,1,1587081600,https://www.igdb.com/companies/fullbright,Any[1045],e4b9db57-4e22-b0f9-8739-edb4234bab17
22234,7,Null,1572220800,Null,Null,Null,Dice Multi Media Europ,dice-multi-media-europ,Null,7,1572220800,https://www.igdb.com/companies/dice-multi-media-europ,Null,04810abd-6afb-8053-ed96-2f0df6d226cb
7912,7,124,1452643200,Null,"Any[8965, 25651, 52836, 76740, 91323, 111167, 115425]",2683,Red Hook Studios,red-hook-studios,Null,7,1587168000,https://www.igdb.com/companies/red-hook-studios,Any[2844],6a48797c-9d28-cf16-6eb8-549a4ec74259
37,7,392,1300060800,"Capcom Co., Ltd. is a Japanese video game developer and publisher known for creating numerous multi-million selling game franchises, including Street Fighter, Mega Man, Resident Evil, Devil May Cry, Ace Attorney, Monster Hunter, Dead Rising, Breath of Fire, as well as games based on the Disney animated properties.","Any[112, 134, 135, 136, 243, 424, 496, 497, 847, 880, 884, 966, 967, 969, 973, 975, 976, 977, 978, 1032, 1035, 1041, 1065, 1082, 1280, 1288, 1348, 1357, 1402, 1426, 1427, 1428, 1429, 1430, 1431, 1432, 1655, 1656, 1657, 1658, 1663, 1664, 1714, 1715, 1716, 1717, 1719, 1721, 1723, 1724, 1725, 1726, 1729, 1730, 1739, 1740, 1741, 1742, 1743, 1744, 1746, 1749, 1750, 1756, 1759, 1762, 1767, 1771, 1774, 1781, 1782, 1783, 1784, 1785, 1786, 1787, 1913, 1915, 1969, 2066, 2264, 2271, 2473, 2904, 3027, 3186, 3398, 3773, 3846, 3885, 3936, 3964, 3968, 4132, 4135, 4351, 4355, 4407, 4504, 5150, 5316, 5368, 5553, 5554, 5555, 5556, 5557, 5558, 5668, 5813, 5845, 5856, 5923, 6075, 6076, 6077, 6078, 6200, 6337, 6379, 6381, 6440, 6487, 6490, 6518, 6526, 6592, 6621, 6656, 6671, 6702, 6703, 6704, 6708, 6709, 6710, 6794, 6807, 6814, 6816, 6817, 6823, 6895, 6930, 6933, 6969, 6980, 6981, 7075, 7198, 7455, 7725, 8130, 8163, 8244, 8245, 8246, 8247, 8248, 8254, 8258, 8452, 9160, 9242, 9426, 9755, 10614, 11566, 11617, 11757, 11758, 11966, 12077, 12530, 12864, 12937, 13095, 13096, 13106, 13679, 13931, 14406, 14679, 14680, 14929, 16141, 16300, 18055, 18067, 18181, 18626, 19562, 19686, 19754, 19768, 19821, 19900, 20010, 20011, 20013, 20022, 20545, 20622, 20747, 20803, 20878, 21533, 21610, 21654, 21666, 21724, 22049, 22065, 22568, 22993, 23251, 23907, 24347, 24369, 24869, 25623, 25886, 26197, 26384, 26773, 26901, 26924, 26985, 27040, 27395, 27791, 27861, 27890, 36926, 37211, 37288, 38297, 39283, 39312, 39313, 39328, 39407, 39496, 39697, 39704, 39705, 39993, 40010, 40195, 40965, 41626, 41857, 42033, 42489, 42759, 42976, 43054, 43311, 43668, 43820, 45196, 45198, 45854, 46815, 46822, 48335, 50654, 53505, 53678, 53790, 54535, 55163, 58941, 61752, 63065, 63628, 63644, 65676, 65896, 66122, 66123, 68126, 68160, 71987, 72563, 72578, 72783, 73946, 74155, 74394, 74421, 75236, 75374, 75449, 75696, 75697, 75962, 75963, 75964, 75965, 76243, 76244, 76253, 76723, 77175, 78161, 78461, 78462, 78463, 78464, 78626, 78633, 78677, 80151, 80862, 81487, 82435, 84972, 86343, 89016, 90566, 99534, 102075, 102722, 105979, 107221, 107292, 109456, 110809, 111326, 112425, 113344, 115115, 115992, 116026, 116027, 116028, 116029, 118273, 118483, 121045, 122108, 124033, 124791, 126269, 129858, 132003, 132952, 134612]",59,Capcom,capcom,315446400,2,1588723200,https://www.igdb.com/companies/capcom,Any[703],e2670f72-a7fb-b490-04bc-c2a021303814
5966,7,Null,1435190400,Null,"Any[7965, 18966, 116146]",Null,IMGN.PRO,imgn-dot-pro,Null,7,1552435200,https://www.igdb.com/companies/imgn-dot-pro,Null,0aef7d34-eb67-4c1f-5ba8-5e1b7db7f998
919,7,554,1359849600,"""Grinding Gear Games was founded in November 2006 in Auckland, New Zealand. Its founding members come from various countries and have a selection of diverse backgrounds ranging from artificial intelligence and software security to industrial design to professional tournament game play.""","Any[1911, 51543, 75571, 112085, 115463, 125642, 125735]",581,Grinding Gear Games,grinding-gear-games,1162339200,1,1573862400,https://www.igdb.com/companies/grinding-gear-games,Any[295],85bb8c31-8ad9-1091-8c11-c9d1ea6404d1
2236,7,124,1391731200,Null,"Any[5025, 8794, 36044, 46993, 69434, 126450]",Null,Freebird Games,freebird-games,Null,7,1587081600,https://www.igdb.com/companies/freebird-games,Null,656c4874-54e4-08bc-9981-8ba303e24b87
754,7,Null,1339372800,Null,"Any[5093, 24251, 46716, 72049, 127154]",2140,Legacy Interactive,legacy-interactive,Null,7,1575763200,https://www.igdb.com/companies/legacy-interactive,Any[2211],0913975c-9158-dc57-30a7-1404c13eb9dd
372,7,804,1303516800,Null,Null,352,GSC World Publishing,gsc-world-publishing,1104451200,2,1517788800,https://www.igdb.com/companies/gsc-world-publishing,Any[32],df9fda40-6a27-bc88-b318-05de2ef69407
1271,0,826,1374537600,Null,"Any[3123, 5341, 5342, 8704, 10677, 11067, 12138, 12469, 12718, 12945, 13020, 13564, 14288, 15268, 19695, 19782, 22910, 25880, 26119, 26215, 26290, 26390, 26412, 26457, 29035, 29036, 37297, 39060, 39062, 42465, 46739, 55053, 59110]",207,Ocean Software,ocean-software,441763200,0,1588809600,https://www.igdb.com/companies/ocean-software,Null,8b56b21f-4501-4b19-8fa9-1bf070a9f210
130,7,840,1301270400,Null,Null,960,MacSoft Games,macsoft-games,757296000,2,1560211200,https://www.igdb.com/companies/macsoft-games,Any[616],2e86bc1e-1a5c-9809-72fe-ccf57e424795
6072,7,616,1438473600,Null,"Any[7205, 18119, 25632, 27448]",Null,SUPERHOT Team,superhot-team,Null,7,1566432000,https://www.igdb.com/companies/superhot-team,Any[2444],6288053d-4978-663d-e508-176a55d91ebc
390,0,840,1303862400,Null,Any[826],1392,THQ Wireless,thq-wireless,Null,7,1528243200,https://www.igdb.com/companies/thq-wireless,Null,0834b594-95b9-454e-b882-b68338e3c3f2
859,0,840,1348963200,"""Seventeen souls banded together to form upstart Runic Games in 2008, drawn together by the belief that our combined talents could make something absolutely awesome. 
 
Based in the heart of downtown Seattle just blocks from Pike Place Market and the Pacific Ocean, we’re a small studio with a big personality. In 2009 we released our award-winning debut title Torchlight and were named by Gamasutra as one of its ""Top 5 Developers."" We launched a sequel, Torchlight II, in 2012 to incredible critical and commercial success. 
 
We love games and the creative process of developing them. As we embark on our next big adventure, we are steadfast in our commitment to what we know makes us great: tenacity, vision, and creating original and imaginative journeys of adventure and skill.""","Any[1337, 2480, 14763, 116681]",341,Runic Games,runic-games,1218153600,0,1554249600,https://www.igdb.com/companies/runic-games,Any[1112],eb016372-179d-f2e2-f679-f31ec49fd74c
112,7,392,1300665600,"As one of the leading interactive entertainment companies, SEGA cultivates creative talent worldwide with offices in America, Japan and our European HQ in London. Our acclaimed UK based studios include Sports Interactive and The Creative Assembly who are responsible for award-winning titles and iconic franchises such as Football Manager™, Aliens™, and the Total War™ series. Hardlight, the newest UK studio in the SEGA family, are the talented team behind Sonic the Hedgehog™'s latest adventures on mobile platforms Sonic Jump™ and Sonic Dash™. SEGA's much loved blue hedgehog mascot is a true global brand crossing over from video games into toys, stationary, apparel and much more.

SEGA is growing and has recently completed an acquisition of Canada based Relic Entertainment Studio, famed for high quality strategy games including “Warhammer 40k Dawn of War” and the “Company of Heroes” series. We are determined to set new standards in interactive entertainment and are excited by the opportunity of welcoming such a talented development studio into the SEGA family.","Any[968, 1231, 1654, 1670, 1805, 2056, 2060, 2062, 2968, 3327, 4446, 4471, 4477, 4517, 4551, 5200, 5201, 5374, 5383, 5409, 5432, 6002, 6087, 6089, 6090, 6092, 6097, 6108, 6113, 6116, 6118, 6126, 6132, 6135, 6141, 6143, 6272, 6533, 6534, 6557, 6670, 6793, 6805, 6870, 6876, 6973, 7354, 7431, 7442, 7454, 7477, 7489, 8066, 8122, 8124, 8446, 9626, 10091, 10219, 10961, 11397, 11754, 11755, 11767, 11768, 11769, 11770, 11771, 11828, 12015, 12078, 12319, 12869, 13546, 13658, 13678, 14502, 14674, 14675, 16971, 18047, 18048, 18059, 18203, 18664, 18967, 19256, 19411, 19763, 19780, 25821, 27972, 27989, 28020, 38491, 39351, 39362, 39570, 45253, 45261, 45564, 45646, 45727, 46147, 46310, 46524, 46692, 54898, 55040, 55112, 57019, 58849, 72317, 75848, 81218, 85273, 91795, 93007, 99292, 105044, 113351, 116795, 116796, 116797, 118839, 120621, 125152, 128892, 128893, 129891, 132155, 132156, 132179]",27,Sega,sega,-302313600,0,1588809600,https://www.igdb.com/companies/sega,Any[973],3e32993d-0d05-d2bd-4759-295b6f4a46b4
23,7,826,1299283200,"We are a publishing company set up in 1996 with a mission to bring great games to the Mac. Since then, we have not only established ourselves as a world-leading publisher of Mac games but of Linux games as well. 
 
We enjoy close relationships with developers and publishers such as 2K, SEGA, Square Enix, TT Games, Codemasters, Creative Assembly, Warner Bros. Interactive Entertainment and Io-Interactive. 
 
We’re based in London, England, but we deliver our titles to gamers all over the world thanks to the marvel that is digital download. 
 
One of our key aims is to have fun; we work with people we like, publish games that we enjoy and try not to be too corporate with our website. We hope you like our taste, but if there’s a game you’d like to see on the Mac or on Linux we’d love to hear from you.","Any[6415, 104248, 112674, 117274, 127548]",1244,Feral Interactive,feral-interactive,851990400,2,1587427200,https://www.igdb.com/companies/feral-interactive,Any[729],41b5be33-d265-6ab2-095d-1d0f5304ce5f
10,7,840,1298937600,"With titles on consoles, PCs, and mobile devices, LucasArts endeavors to deliver experiences — whether it’s piloting a snowspeeder in the Battle of Hoth or slinging Jedi Birds at Sith Pigs — that are not possible in any other medium, and dazzle fans with stunning graphics, engaging storytelling, and fun gameplay. 
 
Continually pushing the art form forward, LucasArts leverages the global skills, technology, and resources of its family of companies, in addition to strategic partnerships, to further the boundaries of gaming.","Any[61, 62, 63, 65, 66, 137, 139, 140, 148, 149, 150, 151, 154, 155, 156, 157, 159, 160, 161, 162, 163, 164, 175, 180, 181, 183, 184, 188, 193, 194, 196, 202, 207, 475, 1386, 2162, 3932, 4180, 4181, 5599, 6160, 6606, 10843, 14386, 15101, 17474, 17475, 17476, 18044, 19637, 27848, 35596, 39351, 64562, 73006, 74884, 74885, 74895, 74896, 75087, 112809]",60,LucasArts,lucasarts,662601600,2,1585872000,https://www.igdb.com/companies/lucasarts,Any[1093],2174c2e9-fece-3607-58fa-2ae26136f89c
3010,7,276,1401321600,"We are an independent games publisher located near Cologne in Germany and have recently been awarded as Best German Publisher in 2012 by the German Developers Association. Together with our partners, we focus on the contentment of our customers and the best gameplay experience delivered at the fairest price-quality ratio. Since our foundation, we published over 70 SKU's, including many projects from highly talented developers that are known for their potential and creativity. Our portfolio features high-quality games such as Super Meat Boy, The Inner World, The Binding of Isaac, Terraria, Limbo, The Basement Collection, Grotesque Tactics, Q.U.B.E., Frozen Synapse and many more as well as the million sellers #1 iOS Hits Bridge Constructor and Bridge Constructor Playground. 

Furthermore, we offer internationally growing companies the possibility to enter the German or European market with an honest and experienced partner on location. Fair and transparent relationships with our business partners are the basis of our company's mission statement.","Any[9443, 10356, 10377, 10931, 16148, 16149, 16342, 17098, 17443, 17508, 18914, 27892]",2967,Headup Games,headup-games,Null,7,1587168000,https://www.igdb.com/companies/headup-games,"Any[1322, 3234]",2def0e1f-a9cf-b76c-962d-92f00a295bf9
3690,7,76,1411862400,Null,"Any[8011, 8065, 45764, 93008, 94700]",Null,Tectoy,tectoy,Null,7,1588032000,https://www.igdb.com/companies/tectoy,Any[2543],a030a287-019d-a9c8-a396-fdff8698a143
106,2,840,1300406400,"Loki Entertainment Software, Inc. was a video game developer based in Tustin, California, United States, that ported several video games from Microsoft Windows to Linux. It took its name from the Norse deity Loki.

Although successful in its goal of bringing games to the Linux platform, the company eventually closed due to financial troubles, with it declaring Chapter 11 Bankruptcy Protection in August 2001 and finally being disbanded in January 2002.

Excerpt from their archived website:
""Loki Entertainment Software contracts with successful computer entertainment software companies to port their best selling titles to Linux. A freeware Unix-like operating system, Linux has been dubbed the only true competitor to Windows and has established a solid following in the United States and abroad. Gaming software is an untapped segment of the Linux market with significant potential.

Unlike commercial operating systems developed solely for profit, Linux truly represents the ""power of the people."" Created in 1991 by Linus Torvalds, a Finnish developer, and made available for free over the Internet, Linux is continually being enhanced by thousands of volunteer developers and programmers around the globe. New capabilities are routinely shared and contributed as software developers have molded the versatile operating system to fit their company's specific needs. While most commercial operating systems go through five to seven revisions per year, Linux might see multiple revisions in a day. There is a virtually unlimited and growing pool of talent supporting the product.

Loki Entertainment Software was founded in August, 1998 with the goal of bringing a broad range of games to Linux. Loki generates revenues for game publishers by bringing proven hits to this significant, new market. Just as Hollywood studios are able to supplement profits by re-releasing movies to video, pay-per-view and international markets, the ports developed by Loki enable publishers to generate additional revenues from existing products without incurring additional costs.

For Linux users, Loki brings best selling games, fully supported and sold through traditional retail channels -- something the Linux community has been lacking until now. We are very proud of our commitment to Linux, and are excited about bringing a rich gaming experience to our platform of choice.""","Any[364, 667, 767, 922, 3085, 3111]",969,Loki Software,loki-software,910569600,0,1571616000,https://www.igdb.com/companies/loki-software,Any[906],b453099e-0db8-75b3-a5a2-35de2a5f331c
665,7,Null,1319673600,Null,"Any[3429, 3550, 3630, 4010, 8191, 79701]",1653,Williams Entertainment,williams-entertainment,Null,7,1583971200,https://www.igdb.com/companies/williams-entertainment,Null,f91fac39-ec3b-bbf1-26bd-38e0d5f43422
469,1,40,1317686400,"JoWooD Entertainment AG (formerly JoWooD Productions Software AG, commonly referred to as JoWooD) was an Austrian video game publisher that was founded in 1995. 
In June 2011, JoWooD Entertainment all their assets and its subsidiary, Quantic Lab, was acquired by Nordic Games Holding AB. From this point on, JoWooD was no longer operating. All activities of the two companies were taken over by Nordic Games Holding. On 16 August 2011 Nordic Games Holding announced that it had acquired JoWooD's products and brands and some of the companies labels, including The Adventure Company. Following the acquisition it was announced that JoWood and the Adventure Company would become publishing labels for Nordic Games GmbH, a wholly owned subsidiary of Nordic Games Holding.",Any[3219],988,JoWooD Entertainment AG,jowood-entertainment-ag,820368000,2,1570406400,https://www.igdb.com/companies/jowood-entertainment-ag,Null,45bbc8c7-32a1-72af-8048-4a9c591de989
4,0,826,1297814400,Null,"Any[4223, 5259, 5770, 120295]",357,Eidos Interactive,eidos-interactive,833500800,0,1581120000,https://www.igdb.com/companies/eidos-interactive,Any[358],4eb9aa84-bc04-5447-c956-6bae62063ece
141,2,826,1301270400,Null,"Any[2621, 2718, 3166, 4341, 8118, 18617, 19148, 94640]",98,Virgin Interactive Entertainment (Europe) Ltd.,virgin-interactive-entertainment-europe-ltd,441676800,2,1580169600,https://www.igdb.com/companies/virgin-interactive-entertainment-europe-ltd,Null,dc61d861-af09-7590-3009-631afd8b688b
908,7,616,1357948800,"CD Projekt Red - a Polish video game developer, established in 2002 as a subsidiary of CD Projekt (the first company of this name, now CDP). The studio belonged to the holding CDP Investment, which was later merged with Optimus. The company's registered office was located in Warsaw. As part of the subsequent numerous transformations of the parent company, CD Projekt Red became a legal subsidiary of CD Projekt SA (until November 2012 CD Projekt Red SA).","Any[80, 478, 1877, 1942, 8765, 9689, 12503, 13166, 19474, 20275, 20740, 22439, 27832, 80342, 107300, 115776, 119402]",3080,CD Projekt RED,cd-projekt-red,1012521600,1,1580169600,https://www.igdb.com/companies/cd-projekt-red,Any[849],3f8dd510-bc5d-1005-01e4-ae0af15c3415
